Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,shipping date (DateOrders),Shipping Mode,Shipping_Id
5,4,Late delivery,1,2/18/2015 21:50,Standard Class,59028
5,4,Late delivery,1,5/25/2015 9:05,Standard Class,59034
5,4,Late delivery,1,02-07-2015 03:48,Standard Class,59036
5,4,Late delivery,1,04-03-2015 16:52,Standard Class,59038
5,4,Late delivery,1,4/18/2015 8:57,Standard Class,59048
5,4,Late delivery,1,2/23/2017 16:57,Standard Class,59049
5,4,Late delivery,1,3/19/2017 22:31,Standard Class,59050
5,4,Late delivery,1,1/28/2017 10:19,Standard Class,59059
5,4,Late delivery,1,2/21/2017 15:54,Standard Class,59061
5,4,Late delivery,1,6/17/2017 6:38,Standard Class,59064
5,4,Late delivery,1,3/28/2017 2:43,Standard Class,59074
5,4,Late delivery,1,1/21/2015 3:39,Standard Class,59082
5,4,Late delivery,1,4/30/2015 17:00,Standard Class,59084
5,4,Late delivery,1,05-07-2015 18:55,Standard Class,59088
5,4,Late delivery,1,06-12-2017 04:00,Standard Class,59090
5,4,Late delivery,1,5/18/2015 1:55,Standard Class,59093
5,4,Late delivery,1,12/31/2017 11:47,Standard Class,59096
5,4,Late delivery,1,12/30/2017 9:30,Standard Class,59097
5,4,Late delivery,1,12/30/2017 7:45,Standard Class,59098
5,4,Late delivery,1,03-08-2016 16:23,Standard Class,59123
5,4,Late delivery,1,2/24/2016 20:05,Standard Class,59131
5,4,Late delivery,1,2/16/2016 5:23,Standard Class,59144
5,4,Late delivery,1,12/28/2015 14:12,Standard Class,59148
5,4,Late delivery,1,01-09-2016 06:29,Standard Class,59150
5,4,Late delivery,1,11/28/2017 8:30,Standard Class,59156
5,4,Late delivery,1,12/13/2015 16:51,Standard Class,59158
5,4,Late delivery,1,1/19/2016 8:13,Standard Class,59162
5,4,Late delivery,1,01-06-2018 09:40,Standard Class,59168
5,4,Late delivery,1,11/18/2017 12:01,Standard Class,59169
5,4,Late delivery,1,1/20/2016 7:00,Standard Class,59170
5,4,Late delivery,1,3/21/2016 17:57,Standard Class,59174
5,4,Late delivery,1,12-07-2015 04:57,Standard Class,59175
5,4,Late delivery,1,03-12-2016 20:14,Standard Class,59176
5,4,Late delivery,1,12/16/2015 16:41,Standard Class,59179
5,4,Late delivery,1,01-11-2018 08:47,Standard Class,59181
5,4,Late delivery,1,11/16/2017 5:43,Standard Class,59186
5,4,Late delivery,1,12-02-2017 00:05,Standard Class,59187
5,4,Late delivery,1,1/30/2018 4:44,Standard Class,59188
5,4,Late delivery,1,11/30/2017 9:33,Standard Class,59194
5,4,Late delivery,1,12-01-2017 13:34,Standard Class,59213
5,4,Late delivery,1,01-12-2018 11:04,Standard Class,59217
5,4,Late delivery,1,01-08-2018 01:58,Standard Class,59218
5,4,Late delivery,1,12-04-2016 02:31,Standard Class,59220
5,4,Late delivery,1,02-02-2018 13:19,Standard Class,59224
5,4,Late delivery,1,12/17/2017 9:42,Standard Class,59225
5,4,Late delivery,1,1/23/2018 16:50,Standard Class,59230
5,4,Late delivery,1,7/21/2016 1:18,Standard Class,59241
5,4,Late delivery,1,04-08-2016 16:52,Standard Class,59242
5,4,Late delivery,1,8/19/2016 20:01,Standard Class,59249
5,4,Late delivery,1,8/19/2016 0:44,Standard Class,59269
5,4,Late delivery,1,07-05-2016 08:41,Standard Class,59277
5,4,Late delivery,1,07-03-2016 09:23,Standard Class,59279
5,4,Late delivery,1,7/25/2016 15:40,Standard Class,59284
5,4,Late delivery,1,6/27/2016 6:15,Standard Class,59286
5,4,Late delivery,1,8/19/2015 10:22,Standard Class,59300
5,4,Late delivery,1,9/16/2017 3:31,Standard Class,59304
5,4,Late delivery,1,12-10-2016 03:55,Standard Class,59306
5,4,Late delivery,1,01-10-2015 01:23,Standard Class,59310
5,4,Late delivery,1,3/19/2017 13:45,Standard Class,59313
5,4,Late delivery,1,03-05-2015 05:10,Standard Class,59315
5,4,Late delivery,1,10/18/2016 19:56,Standard Class,59321
5,4,Late delivery,1,2/25/2016 11:51,Standard Class,59328
5,4,Late delivery,1,2/18/2016 13:26,Standard Class,59329
5,4,Late delivery,1,12/24/2016 4:15,Standard Class,59330
5,4,Late delivery,1,05-04-2016 02:28,Standard Class,59334
5,4,Late delivery,1,7/26/2016 17:57,Standard Class,59336
5,4,Late delivery,1,9/29/2016 22:14,Standard Class,59345
5,4,Late delivery,1,08-04-2015 20:01,Standard Class,59352
5,4,Late delivery,1,2/28/2017 14:19,Standard Class,59354
5,4,Late delivery,1,1/29/2015 16:36,Standard Class,59360
5,4,Late delivery,1,11-12-2015 19:53,Standard Class,59372
5,4,Late delivery,1,7/17/2016 6:13,Standard Class,59377
5,4,Late delivery,1,8/29/2016 14:44,Standard Class,59379
5,4,Late delivery,1,3/19/2015 14:15,Standard Class,59390
5,4,Late delivery,1,07-10-2015 15:40,Standard Class,59407
5,4,Late delivery,1,10-02-2015 17:39,Standard Class,59412
5,4,Late delivery,1,01-01-2017 01:26,Standard Class,59419
5,4,Late delivery,1,08-02-2016 05:51,Standard Class,59426
5,4,Late delivery,1,8/21/2016 5:18,Standard Class,59539
5,4,Late delivery,1,8/19/2016 9:30,Standard Class,59545
5,4,Late delivery,1,8/16/2016 16:41,Standard Class,59556
5,4,Late delivery,1,08-08-2016 10:45,Standard Class,59573
5,4,Late delivery,1,08-05-2016 07:25,Standard Class,59584
5,4,Late delivery,1,08-01-2016 15:50,Standard Class,59592
5,4,Late delivery,1,7/18/2016 10:15,Standard Class,59622
5,4,Late delivery,1,7/15/2016 20:56,Standard Class,59627
5,4,Late delivery,1,07-12-2016 00:06,Standard Class,59639
5,4,Late delivery,1,07-09-2016 03:47,Standard Class,59643
5,4,Late delivery,1,07-07-2016 06:14,Standard Class,59650
5,4,Late delivery,1,07-05-2016 22:42,Standard Class,59654
5,4,Late delivery,1,07-05-2016 12:11,Standard Class,59656
5,4,Late delivery,1,07-04-2016 18:40,Standard Class,59661
5,4,Late delivery,1,07-04-2016 01:09,Standard Class,59663
5,4,Late delivery,1,07-02-2016 03:37,Standard Class,59669
5,4,Late delivery,1,6/29/2016 2:02,Standard Class,59675
5,4,Late delivery,1,6/25/2016 1:42,Standard Class,59681
5,4,Late delivery,1,6/22/2016 15:53,Standard Class,59688
5,4,Late delivery,1,6/16/2016 19:45,Standard Class,59702
5,4,Late delivery,1,06-11-2016 10:07,Standard Class,59724
5,4,Late delivery,1,06-11-2016 04:52,Standard Class,59725
5,4,Late delivery,1,06-10-2016 11:21,Standard Class,59726
5,4,Late delivery,1,06-08-2016 13:48,Standard Class,59731
5,4,Late delivery,1,06-08-2016 08:33,Standard Class,59732
5,4,Late delivery,1,06-05-2016 06:59,Standard Class,59739
5,4,Late delivery,1,5/27/2016 11:01,Standard Class,59752
5,4,Late delivery,1,5/24/2016 2:26,Standard Class,59760
5,4,Late delivery,1,5/16/2016 19:16,Standard Class,59783
5,4,Late delivery,1,5/15/2016 9:59,Standard Class,59789
5,4,Late delivery,1,05-08-2016 20:20,Standard Class,59807
5,4,Late delivery,1,05-06-2016 15:47,Standard Class,59814
5,4,Late delivery,1,05-01-2016 11:24,Standard Class,59818
5,4,Late delivery,1,4/24/2016 5:59,Standard Class,59832
5,4,Late delivery,1,4/22/2016 8:26,Standard Class,59835
5,4,Late delivery,1,4/14/2016 21:46,Standard Class,59847
5,4,Late delivery,1,4/14/2016 20:01,Standard Class,59848
5,4,Late delivery,1,4/14/2016 14:45,Standard Class,59849
5,4,Late delivery,1,4/13/2016 3:43,Standard Class,59854
5,4,Late delivery,1,04-12-2016 10:12,Standard Class,59856
5,4,Late delivery,1,04-11-2016 14:56,Standard Class,59861
5,4,Late delivery,1,04-10-2016 00:24,Standard Class,59864
5,4,Late delivery,1,04-09-2016 22:39,Standard Class,59865
5,4,Late delivery,1,04-07-2016 12:50,Standard Class,59871
5,4,Late delivery,1,04-04-2016 11:16,Standard Class,59877
5,4,Late delivery,1,04-01-2016 04:26,Standard Class,59887
5,4,Late delivery,1,3/30/2016 10:24,Standard Class,59895
5,4,Late delivery,1,3/26/2016 13:33,Standard Class,59907
5,4,Late delivery,1,3/25/2016 21:48,Standard Class,59910
5,4,Late delivery,1,3/25/2016 7:47,Standard Class,59913
5,4,Late delivery,1,3/22/2016 4:27,Standard Class,59931
5,4,Late delivery,1,3/15/2016 11:18,Standard Class,59942
5,4,Late delivery,1,3/13/2016 15:30,Standard Class,59948
5,4,Late delivery,1,01-06-2016 10:10,Standard Class,59957
5,4,Late delivery,1,02-11-2016 13:16,Standard Class,59959
5,4,Late delivery,1,11-02-2015 16:23,Standard Class,59961
5,4,Late delivery,1,1/23/2018 9:49,Standard Class,59977
5,4,Late delivery,1,12/25/2017 13:53,Standard Class,59980
5,4,Late delivery,1,1/26/2018 11:24,Standard Class,59986
5,4,Late delivery,1,12/15/2017 12:09,Standard Class,59993
5,4,Late delivery,1,12/13/2017 21:37,Standard Class,60002
5,4,Late delivery,1,01-11-2018 15:48,Standard Class,60007
5,4,Late delivery,1,1/22/2018 16:18,Standard Class,60010
5,4,Late delivery,1,5/14/2016 5:57,Standard Class,60016
5,4,Late delivery,1,05-05-2016 03:00,Standard Class,60017
5,4,Late delivery,1,07-03-2016 04:08,Standard Class,60022
5,4,Late delivery,1,6/20/2016 9:35,Standard Class,60025
5,4,Late delivery,1,7/31/2016 3:03,Standard Class,60034
5,4,Late delivery,1,05-10-2016 21:23,Standard Class,60036
5,4,Late delivery,1,04-08-2016 08:07,Standard Class,60041
5,4,Late delivery,1,4/13/2016 14:14,Standard Class,60049
5,4,Late delivery,1,05-04-2016 18:14,Standard Class,60050
5,4,Late delivery,1,6/23/2016 18:10,Standard Class,60054
5,4,Late delivery,1,6/16/2016 2:14,Standard Class,60057
5,4,Late delivery,1,7/13/2016 2:22,Standard Class,60062
5,4,Late delivery,1,08-02-2016 04:06,Standard Class,60066
5,4,Late delivery,1,8/15/2016 3:54,Standard Class,60068
5,4,Late delivery,1,9/14/2016 2:06,Standard Class,60073
5,4,Late delivery,1,07-12-2015 11:28,Standard Class,60079
5,4,Late delivery,1,07-02-2015 23:45,Standard Class,60084
5,4,Late delivery,1,7/29/2015 6:22,Standard Class,60091
5,4,Late delivery,1,5/27/2015 18:53,Standard Class,60106
5,4,Late delivery,1,4/26/2015 13:09,Standard Class,60107
5,4,Late delivery,1,3/31/2015 8:17,Standard Class,60108
5,4,Late delivery,1,11/27/2016 12:52,Standard Class,60116
5,4,Late delivery,1,03-03-2016 20:46,Standard Class,60118
5,4,Late delivery,1,8/18/2016 14:14,Standard Class,60131
5,4,Late delivery,1,8/15/2017 18:17,Standard Class,60134
5,4,Late delivery,1,08-08-2017 04:06,Standard Class,60139
5,4,Late delivery,1,7/26/2015 20:33,Standard Class,60145
5,4,Late delivery,1,5/17/2015 4:53,Standard Class,60153
5,4,Late delivery,1,6/18/2017 8:54,Standard Class,60155
5,4,Late delivery,1,4/19/2015 2:29,Standard Class,60163
5,4,Late delivery,1,03-05-2016 00:48,Standard Class,60168
5,4,Late delivery,1,3/27/2016 14:05,Standard Class,60171
5,4,Late delivery,1,10-07-2016 19:25,Standard Class,60172
5,4,Late delivery,1,11/27/2015 4:58,Standard Class,60175
5,4,Late delivery,1,11/29/2016 10:25,Standard Class,60179
5,4,Late delivery,1,10/29/2015 21:18,Standard Class,60181
5,4,Late delivery,1,01-05-2017 03:32,Standard Class,60182
5,4,Late delivery,1,10/29/2016 16:56,Standard Class,60188
5,4,Late delivery,1,11/23/2016 0:15,Standard Class,60190
5,4,Late delivery,1,11/25/2016 6:34,Standard Class,60194
5,4,Late delivery,1,02-12-2015 04:40,Standard Class,60201
5,4,Late delivery,1,04-10-2015 08:16,Standard Class,60204
5,4,Late delivery,1,5/14/2017 6:19,Standard Class,60206
5,4,Late delivery,1,11/27/2015 8:28,Standard Class,60212
5,4,Late delivery,1,12-11-2015 22:49,Standard Class,60213
5,4,Late delivery,1,12/23/2015 16:51,Standard Class,60218
5,4,Late delivery,1,2/19/2016 22:43,Standard Class,60221
5,4,Late delivery,1,7/31/2016 22:19,Standard Class,60226
5,4,Late delivery,1,4/29/2016 17:22,Standard Class,60227
5,4,Late delivery,1,6/23/2015 17:16,Standard Class,60232
5,4,Late delivery,1,7/20/2017 11:40,Standard Class,60235
5,4,Late delivery,1,09-06-2017 05:17,Standard Class,60240
5,4,Late delivery,1,3/21/2017 21:49,Standard Class,60242
5,4,Late delivery,1,3/24/2015 9:52,Standard Class,60245
5,4,Late delivery,1,5/20/2015 2:57,Standard Class,60250
5,4,Late delivery,1,11-04-2015 08:41,Standard Class,60252
5,4,Late delivery,1,12/27/2015 11:56,Standard Class,60257
5,4,Late delivery,1,8/13/2016 2:51,Standard Class,60260
5,4,Late delivery,1,09-05-2016 20:10,Standard Class,60960
5,4,Late delivery,1,10/19/2017 20:49,Standard Class,60995
5,4,Late delivery,1,10/15/2017 20:28,Standard Class,60997
5,4,Late delivery,1,8/30/2017 20:53,Standard Class,61000
5,4,Late delivery,1,11-12-2017 10:37,Standard Class,61002
5,4,Late delivery,1,9/30/2015 6:06,Standard Class,61009
5,4,Late delivery,1,09-05-2015 22:47,Standard Class,61013
5,4,Late delivery,1,9/16/2015 4:01,Standard Class,61017
5,4,Late delivery,1,08-09-2015 01:37,Standard Class,61019
5,4,Late delivery,1,8/29/2017 23:52,Standard Class,61028
5,4,Late delivery,1,10/30/2017 17:49,Standard Class,61035
5,4,Late delivery,1,10/29/2017 3:17,Standard Class,61039
5,4,Late delivery,1,8/14/2015 0:44,Standard Class,61043
5,4,Late delivery,1,07-07-2015 14:06,Standard Class,61050
5,4,Late delivery,1,6/29/2017 7:40,Standard Class,61052
5,4,Late delivery,1,8/28/2015 13:20,Standard Class,61055
5,4,Late delivery,1,10/22/2016 11:31,Standard Class,61060
5,4,Late delivery,1,11/13/2017 5:53,Standard Class,61069
5,4,Late delivery,1,10/22/2017 8:22,Standard Class,61071
5,4,Late delivery,1,11-01-2017 04:51,Standard Class,61073
5,4,Late delivery,1,10/22/2017 20:38,Standard Class,61074
5,4,Late delivery,1,10/20/2017 10:50,Standard Class,61077
5,4,Late delivery,1,10/20/2017 23:06,Standard Class,61080
5,4,Late delivery,1,11-04-2017 18:41,Standard Class,61086
5,4,Late delivery,1,11-05-2017 22:43,Standard Class,61089
5,4,Late delivery,1,7/25/2015 20:02,Standard Class,61095
5,4,Late delivery,1,09-01-2015 11:55,Standard Class,61097
5,4,Late delivery,1,10-12-2017 18:54,Standard Class,61104
5,4,Late delivery,1,09-02-2015 07:11,Standard Class,61106
5,4,Late delivery,1,07-03-2015 12:00,Standard Class,61121
5,4,Late delivery,1,11-12-2017 00:07,Standard Class,61134
5,4,Late delivery,1,7/18/2015 7:36,Standard Class,61137
5,4,Late delivery,1,10-12-2017 20:39,Standard Class,61144
5,4,Late delivery,1,06-11-2015 16:14,Standard Class,61146
5,4,Late delivery,1,10/29/2017 15:33,Standard Class,61149
5,4,Late delivery,1,9/19/2015 5:35,Standard Class,61153
5,4,Late delivery,1,09-03-2017 03:43,Standard Class,61154
5,4,Late delivery,1,7/16/2017 9:34,Standard Class,61157
5,4,Late delivery,1,09-04-2015 09:59,Standard Class,61159
5,4,Late delivery,1,6/13/2015 12:02,Standard Class,61168
5,4,Late delivery,1,9/19/2015 7:20,Standard Class,61171
5,4,Late delivery,1,09-08-2015 17:20,Standard Class,61172
5,4,Late delivery,1,10/27/2015 18:30,Standard Class,61174
5,4,Late delivery,1,07-02-2017 03:59,Standard Class,61176
5,4,Late delivery,1,6/25/2017 2:04,Standard Class,61177
5,4,Late delivery,1,10-02-2015 10:39,Standard Class,61184
5,4,Late delivery,1,11/15/2017 17:27,Standard Class,61192
5,4,Late delivery,1,11/13/2017 14:39,Standard Class,61193
5,4,Late delivery,1,11/14/2017 23:56,Standard Class,61197
5,4,Late delivery,1,01-06-2015 16:49,Standard Class,61245
5,4,Late delivery,1,4/23/2015 1:04,Standard Class,61251
5,4,Late delivery,1,03-04-2015 06:24,Standard Class,61268
5,4,Late delivery,1,3/30/2017 10:46,Standard Class,61269
5,4,Late delivery,1,05-07-2015 11:55,Standard Class,61275
5,4,Late delivery,1,01-08-2015 17:51,Standard Class,61278
5,4,Late delivery,1,03-08-2015 04:59,Standard Class,61279
5,4,Late delivery,1,01-06-2015 15:03,Standard Class,61299
5,4,Late delivery,1,3/28/2015 22:29,Standard Class,61300
5,4,Late delivery,1,3/31/2017 14:48,Standard Class,61305
5,4,Late delivery,1,4/19/2015 5:59,Standard Class,61306
5,4,Late delivery,1,3/21/2015 17:03,Standard Class,61313
5,4,Late delivery,1,3/19/2017 6:45,Standard Class,61318
5,4,Late delivery,1,4/17/2015 4:56,Standard Class,61335
5,4,Late delivery,1,5/17/2017 0:53,Standard Class,61339
5,4,Late delivery,1,05-02-2015 07:32,Standard Class,61344
5,4,Late delivery,1,01-11-2015 07:10,Standard Class,61363
5,4,Late delivery,1,4/20/2017 13:01,Standard Class,61373
5,4,Late delivery,1,12/30/2017 14:46,Standard Class,61409
5,4,Late delivery,1,12/19/2017 16:00,Standard Class,61436
5,4,Late delivery,1,12/27/2017 23:42,Standard Class,61455
5,4,Late delivery,1,12/21/2015 5:17,Standard Class,61456
5,4,Late delivery,1,11/29/2016 13:55,Standard Class,61457
5,4,Late delivery,1,11-12-2015 11:07,Standard Class,61461
5,4,Late delivery,1,11/23/2017 12:53,Standard Class,61468
5,4,Late delivery,1,2/21/2016 2:45,Standard Class,61474
5,4,Late delivery,1,12-06-2015 18:27,Standard Class,61483
5,4,Late delivery,1,11/18/2015 10:46,Standard Class,61484
5,4,Late delivery,1,12/16/2017 9:10,Standard Class,61492
5,4,Late delivery,1,1/24/2018 6:51,Standard Class,61510
5,4,Late delivery,1,01-09-2018 20:00,Standard Class,61513
5,4,Late delivery,1,1/14/2018 15:37,Standard Class,61520
5,4,Late delivery,1,12/17/2017 2:41,Standard Class,61531
5,4,Late delivery,1,11-04-2016 00:49,Standard Class,61534
5,4,Late delivery,1,2/19/2016 5:12,Standard Class,61542
5,4,Late delivery,1,11/14/2015 8:40,Standard Class,61545
5,4,Late delivery,1,01-09-2018 16:30,Standard Class,61553
5,4,Late delivery,1,12/23/2017 18:06,Standard Class,61562
5,4,Late delivery,1,11/28/2017 22:31,Standard Class,61564
5,4,Late delivery,1,01-03-2016 13:51,Standard Class,61572
5,4,Late delivery,1,12/16/2015 23:41,Standard Class,61574
5,4,Late delivery,1,11/23/2017 9:23,Standard Class,61575
5,4,Late delivery,1,11/23/2017 2:22,Standard Class,61578
5,4,Late delivery,1,11/19/2017 12:32,Standard Class,61582
5,4,Late delivery,1,11/23/2017 4:08,Standard Class,61583
5,4,Late delivery,1,11/30/2017 23:34,Standard Class,61602
5,4,Late delivery,1,11/18/2017 1:30,Standard Class,61604
5,4,Late delivery,1,12/16/2017 19:41,Standard Class,61614
5,4,Late delivery,1,8/15/2016 23:10,Standard Class,61662
5,4,Late delivery,1,4/14/2016 9:30,Standard Class,61664
5,4,Late delivery,1,05-06-2016 22:47,Standard Class,61672
5,4,Late delivery,1,07-06-2016 03:57,Standard Class,61675
5,4,Late delivery,1,07-11-2016 20:35,Standard Class,61682
5,4,Late delivery,1,8/15/2016 21:25,Standard Class,61688
5,4,Late delivery,1,6/13/2016 2:25,Standard Class,61689
5,4,Late delivery,1,5/22/2016 20:40,Standard Class,61690
5,4,Late delivery,1,05-10-2016 09:07,Standard Class,61693
5,4,Late delivery,1,6/25/2016 15:42,Standard Class,61694
5,4,Late delivery,1,08-01-2016 05:19,Standard Class,61695
5,4,Late delivery,1,6/20/2016 16:35,Standard Class,61696
5,4,Late delivery,1,6/17/2016 15:01,Standard Class,61700
5,4,Late delivery,1,9/25/2016 9:37,Standard Class,61708
5,4,Late delivery,1,09-11-2017 09:39,Standard Class,61717
5,4,Late delivery,1,07-08-2017 17:38,Standard Class,61719
5,4,Late delivery,1,9/30/2015 9:36,Standard Class,61725
5,4,Late delivery,1,5/14/2015 5:04,Standard Class,61740
5,4,Late delivery,1,04-04-2015 01:37,Standard Class,61744
5,4,Late delivery,1,05-11-2015 00:00,Standard Class,61745
5,4,Late delivery,1,03-01-2015 22:20,Standard Class,61759
5,4,Late delivery,1,1/22/2016 4:32,Standard Class,61767
5,4,Late delivery,1,11/25/2016 1:18,Standard Class,61792
5,4,Late delivery,1,8/18/2015 18:36,Standard Class,61794
5,4,Late delivery,1,8/19/2017 11:37,Standard Class,61796
5,4,Late delivery,1,8/16/2017 1:17,Standard Class,61802
5,4,Late delivery,1,7/22/2015 23:43,Standard Class,61809
5,4,Late delivery,1,6/29/2015 15:10,Standard Class,61810
5,4,Late delivery,1,03-12-2015 08:50,Standard Class,61813
5,4,Late delivery,1,1/23/2017 23:28,Standard Class,61821
5,4,Late delivery,1,01-09-2015 21:53,Standard Class,61824
5,4,Late delivery,1,12/25/2016 4:46,Standard Class,61837
5,4,Late delivery,1,09-04-2016 14:23,Standard Class,61845
5,4,Late delivery,1,6/16/2015 22:22,Standard Class,61849
5,4,Late delivery,1,9/29/2017 12:05,Standard Class,61852
5,4,Late delivery,1,10/19/2016 11:42,Standard Class,61853
5,4,Late delivery,1,4/23/2015 23:50,Standard Class,61856
5,4,Late delivery,1,5/15/2017 6:51,Standard Class,61859
5,4,Late delivery,1,1/26/2015 15:02,Standard Class,61860
5,4,Late delivery,1,05-06-2015 07:53,Standard Class,61870
5,4,Late delivery,1,03-06-2016 10:05,Standard Class,61875
5,4,Late delivery,1,3/24/2016 12:31,Standard Class,61878
5,4,Late delivery,1,10/28/2015 17:16,Standard Class,61884
5,4,Late delivery,1,07-10-2015 17:26,Standard Class,61886
5,4,Late delivery,1,8/31/2017 3:54,Standard Class,61894
5,4,Late delivery,1,7/28/2017 19:21,Standard Class,61903
5,4,Late delivery,1,10-07-2017 23:17,Standard Class,61907
5,4,Late delivery,1,10-10-2017 03:50,Standard Class,61909
5,4,Late delivery,1,10-08-2017 13:18,Standard Class,61910
5,4,Late delivery,1,10/13/2017 19:25,Standard Class,61911
5,4,Late delivery,1,10/13/2017 22:56,Standard Class,61914
5,4,Late delivery,1,11-07-2017 02:45,Standard Class,61917
5,4,Late delivery,1,11-06-2017 12:44,Standard Class,61918
5,4,Late delivery,1,8/31/2017 7:24,Standard Class,61925
5,4,Late delivery,1,10/21/2015 13:36,Standard Class,61930
5,4,Late delivery,1,8/21/2015 13:10,Standard Class,61934
5,4,Late delivery,1,09-12-2015 22:56,Standard Class,61942
5,4,Late delivery,1,6/18/2017 10:39,Standard Class,61948
5,4,Late delivery,1,1/30/2015 17:08,Standard Class,61954
5,4,Late delivery,1,2/27/2017 1:31,Standard Class,61965
5,4,Late delivery,1,05-11-2017 10:00,Standard Class,61994
5,4,Late delivery,1,05-03-2017 21:35,Standard Class,61998
5,4,Late delivery,1,05-04-2017 20:21,Standard Class,62002
5,4,Late delivery,1,2/15/2017 21:31,Standard Class,62006
5,4,Late delivery,1,5/30/2015 6:27,Standard Class,62007
5,4,Late delivery,1,5/23/2015 9:47,Standard Class,62012
5,4,Late delivery,1,03-01-2017 11:20,Standard Class,62016
5,4,Late delivery,1,5/23/2017 5:47,Standard Class,62017
5,4,Late delivery,1,4/14/2015 12:07,Standard Class,62022
5,4,Late delivery,1,3/29/2017 4:59,Standard Class,62026
5,4,Late delivery,1,02-08-2015 13:05,Standard Class,62028
5,4,Late delivery,1,4/21/2015 17:32,Standard Class,62041
5,4,Late delivery,1,06-01-2017 07:00,Standard Class,62042
5,4,Late delivery,1,6/21/2017 3:28,Standard Class,62045
5,4,Late delivery,1,4/16/2017 7:25,Standard Class,62049
5,4,Late delivery,1,2/18/2015 11:19,Standard Class,62050
5,4,Late delivery,1,5/30/2015 4:42,Standard Class,62059
5,4,Late delivery,1,02-01-2015 09:25,Standard Class,62069
5,4,Late delivery,1,4/25/2015 7:22,Standard Class,62072
5,4,Late delivery,1,5/30/2015 8:12,Standard Class,62080
5,4,Late delivery,1,3/13/2015 16:22,Standard Class,62107
5,4,Late delivery,1,5/14/2017 8:04,Standard Class,62109
5,4,Late delivery,1,2/26/2017 18:31,Standard Class,62113
5,4,Late delivery,1,01-12-2018 21:34,Standard Class,62118
5,4,Late delivery,1,1/13/2018 20:21,Standard Class,62122
5,4,Late delivery,1,01-08-2018 10:43,Standard Class,62126
5,4,Late delivery,1,11/26/2017 9:12,Standard Class,62128
5,4,Late delivery,1,03-12-2016 11:29,Standard Class,62131
5,4,Late delivery,1,01-10-2016 00:00,Standard Class,62134
5,4,Late delivery,1,3/16/2016 6:34,Standard Class,62135
5,4,Late delivery,1,12-02-2015 04:05,Standard Class,62137
5,4,Late delivery,1,1/31/2018 15:46,Standard Class,62138
5,4,Late delivery,1,8/31/2016 7:02,Standard Class,62145
5,4,Late delivery,1,11-08-2015 10:46,Standard Class,62148
5,4,Late delivery,1,1/25/2016 18:22,Standard Class,62160
5,4,Late delivery,1,12/29/2015 9:29,Standard Class,62161
5,4,Late delivery,1,11-01-2015 05:21,Standard Class,62165
5,4,Late delivery,1,12-03-2015 20:22,Standard Class,62170
5,4,Late delivery,1,02-01-2018 07:32,Standard Class,62179
5,4,Late delivery,1,01-11-2016 02:17,Standard Class,62186
5,4,Late delivery,1,3/21/2016 3:56,Standard Class,62188
5,4,Late delivery,1,3/22/2016 7:58,Standard Class,62192
5,4,Late delivery,1,1/23/2016 20:50,Standard Class,62194
5,4,Late delivery,1,2/25/2016 10:06,Standard Class,62198
5,4,Late delivery,1,3/25/2016 11:17,Standard Class,62203
5,4,Late delivery,1,02-02-2018 06:18,Standard Class,62205
5,4,Late delivery,1,11-03-2015 13:25,Standard Class,62208
5,4,Late delivery,1,10/13/2016 10:18,Standard Class,62214
5,4,Late delivery,1,3/16/2016 1:19,Standard Class,62215
5,4,Late delivery,1,11/22/2017 1:51,Standard Class,62225
5,4,Late delivery,1,01-07-2018 03:11,Standard Class,62229
5,4,Late delivery,1,11/21/2017 3:05,Standard Class,62233
5,4,Late delivery,1,01-06-2018 11:25,Standard Class,62234
5,4,Late delivery,1,12/13/2015 18:37,Standard Class,62245
5,4,Late delivery,1,12/18/2015 22:59,Standard Class,62249
5,4,Late delivery,1,12-01-2017 06:34,Standard Class,62255
5,4,Late delivery,1,12-03-2017 00:36,Standard Class,62264
5,4,Late delivery,1,12-01-2017 17:05,Standard Class,62266
5,4,Late delivery,1,01-04-2018 12:07,Standard Class,62267
5,4,Late delivery,1,1/25/2018 16:07,Standard Class,62269
5,4,Late delivery,1,1/29/2018 14:43,Standard Class,62272
5,4,Late delivery,1,11/30/2017 14:48,Standard Class,62273
5,4,Late delivery,1,12/16/2017 7:25,Standard Class,62274
5,4,Late delivery,1,1/24/2018 1:35,Standard Class,62276
5,4,Late delivery,1,12/16/2017 0:25,Standard Class,62280
5,4,Late delivery,1,11/30/2017 0:47,Standard Class,62284
5,4,Late delivery,1,1/29/2018 12:58,Standard Class,62285
5,4,Late delivery,1,12-01-2017 20:35,Standard Class,62292
5,4,Late delivery,1,01-08-2018 15:58,Standard Class,62299
5,4,Late delivery,1,01-02-2018 07:34,Standard Class,62307
5,4,Late delivery,1,2/26/2016 17:38,Standard Class,62308
5,4,Late delivery,1,11/18/2017 17:16,Standard Class,62314
5,4,Late delivery,1,1/30/2016 5:14,Standard Class,62315
5,4,Late delivery,1,12/22/2017 3:34,Standard Class,62317
5,4,Late delivery,1,1/24/2018 13:51,Standard Class,62324
5,4,Late delivery,1,05-01-2016 18:25,Standard Class,62326
5,4,Late delivery,1,8/26/2016 11:25,Standard Class,62330
5,4,Late delivery,1,7/31/2016 11:48,Standard Class,62356
5,4,Late delivery,1,8/24/2016 12:07,Standard Class,62358
